trailing_6_period_slope,variance_from_target,delivered_output_quality_score,delivered_output_quantity,allocation_percentage_of_parent,volatility_measure,target_value_final_period,observed_value,allocated_amount,allocated_time_hours,status_band_encoded
-0.21141109810858136,-0.20241411110224783,-1.1770900174927472,-1.524383771818214,-1.28285149988573,-0.2125796262966321,-0.20289988525948446,-0.2045843500591818,-1.0461619013980117,-1.046161901398012,-1.2493900951088484
-0.2146969492188667,-0.2029085878657539,0.27689892618890016,1.4400623461085635,1.308816072002871,-0.21057853440526705,-0.2024261590363012,-0.20072011273591864,3.373476621911383,3.3734766219113825,0.9370425713316365
-0.2115876288896782,-0.2042561960488052,0.1767815794890096,1.3199003127030924,-0.32787180196148885,-0.2136429977081292,-0.2047592606854787,-0.20650412227173082,0.9994490723363468,0.9994490723363464,0.39043440472151525
-0.20973004582652616,-0.20234540768368087,-1.3370193170747018,0.04067166204302175,-1.4189458867426448,-0.21175081622607025,-0.20278145370368866,-0.2042917852696878,-0.5831617461966925,-0.5831617461966926,-1.2493900951088484
-0.21087436064360732,-0.20270474867782254,-0.9856945681227491,-0.4748929223289879,1.4213577693621835,-0.21285656367630615,-0.2032551799268719,-0.20516603820825854,2.2671727648732514,2.267172764873251,0.9370425713316365
-0.21190722141338317,-0.20234802971784546,2.2601907078243904,0.504547412595208,-0.5216340909661721,-0.21245971308801986,-0.20278145370368866,-0.20428260316831073,0.15342999888999762,0.1534299988899973,0.39043440472151525
-0.21180633593054984,-0.20210385865539773,0.5473893235943685,0.20604575622897373,-0.9544727417072888,-0.2115768073170766,-0.20254459059209703,-0.20407135122734635,-0.3174466864541043,-0.31744668645410445,0.9370425713316365
-0.20986132328462465,-0.2022695907348835,-0.8766203425606492,-1.6817844226354481,-0.6334447424134908,-0.2118334270917924,-0.20271039477021116,-0.2042373942672537,-0.492626556390207,-0.4926265563902073,-1.2493900951088484
-0.2103496267208839,-0.20209751126564063,-0.8873189026311336,-0.22909958687223758,-0.9595145099796732,-0.21170858094715417,-0.20242852766741715,-0.20357108500786902,-0.7291098295908071,-0.7291098295908073,-1.2493900951088484
-0.21118435995571272,-0.20267011439505717,1.6058231579700966,1.4693442753874895,1.3965006863876204,-0.21239547523685734,-0.2031367483710761,-0.2047541667129314,-0.28093387889800164,-0.28093387889800187,0.9370425713316365
-0.211261117154703,-0.2040824480915533,-0.11349163191161267,-0.6309900130054564,0.8390621887014226,-0.21345477138462793,-0.20460529966294413,-0.20641946576290715,-0.4830760178715279,-0.4830760178715281,0.9370425713316365
-0.21204610045892575,-0.2041442712476226,0.5311684843463431,0.5149806213057934,0.7575320411699386,-0.21307120318850864,-0.2045579270406258,-0.20598970433845568,0.22223425103550257,0.2222342510355022,0.9370425713316365
-0.21195351516668076,-0.20427395277078178,-1.2585547747116415,-0.9450661067241846,-1.1288270176709405,-0.21325141949283363,-0.20470004490758079,-0.2061753613628245,-0.9504132067576283,-0.9504132067576285,-1.2493900951088484
-0.2109414651899802,-0.2025483708748834,-0.8112134695198442,0.26178667343021184,-0.23849081571581487,-0.21242265889284778,-0.2031367483710761,-0.20518050034326002,-0.39693931804557525,-0.3969393180455755,0.9370425713316365
-0.21165977223322774,-0.20211249695359962,-0.7114909885462852,-0.3202832059984827,-0.2979637300099001,-0.21173320547801625,-0.20242734335185916,-0.20351327505467776,-0.5723549165026841,-0.5723549165026843,-1.2493900951088484
-0.21189585664547908,-0.20224389815664545,-0.19555716237014104,-1.7328913696613006,-1.0450903354971557,-0.2128423630855504,-0.20278145370368866,-0.20464726147993853,-0.9787471124420507,-0.978747112442051,-1.2493900951088484
-0.21144304023662858,-0.2020786016820974,-0.6297164892370346,0.5093139947982405,2.106456653159955,-0.21186551156382902,-0.2024380021918808,-0.20367995706116201,0.08494244021931942,0.08494244021931889,0.9370425713316365
-0.21205049158844871,-0.20224701548889729,0.20982197779687128,-1.6119092337841194,-0.5491857607788527,-0.21252048797168002,-0.20278145370368866,-0.20463634489420182,-0.9468508943124274,-0.9468508943124277,-1.2493900951088484
-0.21171571053383387,-0.2042114736616983,1.1620595032954395,0.16054071026205663,0.533533974444436,-0.2135127846721577,-0.20467635859642164,-0.20628752549554094,-0.4584976370921461,-0.45849763709214636,0.39043440472151525
-0.20907059155609323,-0.20239398665342537,0.09981016592356809,1.9728851298774763,1.847929913554733,-0.2109316665968657,-0.20278145370368866,-0.20412166657672373,0.08622829911726577,0.0862282991172658,0.9370425713316365
-0.21245809755018188,-0.20392614946065343,-0.8629564486225402,1.6753750044689018,1.2541990637428564,-0.21216032474920254,-0.20420263237323838,-0.20515407315102901,-0.3325362610445773,-0.3325362610445776,0.9370425713316365
-0.21125477910379897,-0.2024024559549942,1.5063697733787922,1.4631977969911587,0.43664290615837087,-0.21269782765660297,-0.20278145370368866,-0.20409200792976628,-0.6290040348188548,-0.6290040348188553,0.9370425713316365
-0.21011747087185578,-0.20234478499460573,1.3966787635639075,-0.36922032694240864,1.2456503356784692,-0.2122067584846828,-0.20271039477021116,-0.20397407149096547,-0.6801591661300909,-0.6801591661300911,0.9370425713316365
-0.2103316331498794,-0.20204855743765163,0.03893026334160614,-0.6181753839435403,-0.4450643312042721,-0.2112501373372909,-0.20247353165861953,-0.203945116186844,-1.1180866307436486,-1.1180866307436488,-1.2493900951088484
