goal_id,period_id,l2_name,l1_name,attainability,relevance,coherence,integrity,composite_raw,composite,composite_adjusted,final_composite,gp_std,uncertain,at_risk,critical,weakest_dim,weakest_score,shock_effect,goal_priority,attainability_norm,relevance_norm,coherence_norm,integrity_norm,verified_attainability,verified_relevance,verified_coherence,verified_integrity,verified_composite,verified,verification_flags,verification_narrative,verification_adjustments,verifier_model_used,attainability_at_risk,relevance_at_risk,coherence_at_risk,integrity_at_risk
1,11,Paid Acquisition,Marketing,0.1131797161482346,0.7497911877025147,0.6500499226149128,0.0044767383951553,0.3793743912152044,0.3793743912152044,0.3793743912152044,0.3793743912152044,0.0367970255147129,False,False,False,integrity,0.0044767383951553,,P3,0.12277913610443707,0.7408906126597263,0.5635817173985993,0.0044767383951553,,,,,,,,,,,True,False,False,True
1,12,Paid Acquisition,Marketing,0.2497346755344367,0.5399072009207971,0.480982094411286,0.3,0.39265599271662993,0.39265599271662993,0.39265599271662993,0.3677,0.0365443671921067,False,False,False,attainability,0.1897,-0.1,P3,0.27214943997186525,0.5235203303115035,0.35273938303162383,0.3,0.1897,0.5399,0.441,0.3,0.3677,True,"[""budget shock reduced allocation and may weaken attainability and coherence""]",The provided scores are consistent with the given evidence. No adjustments are necessary. Final verifier adjustments applied: attainability adjusted by -0.06; coherence adjusted by -0.04.,"{""attainability"": -0.06, ""coherence"": -0.04}",verifier_primary,True,False,False,True
1,13,Paid Acquisition,Marketing,0.290424994085608,0.7498474076261505,0.6500397098604671,0.1026011758532399,0.4482283218563664,0.4482283218563664,0.4482283218563664,0.4482283218563664,0.0370005179759324,False,False,False,integrity,0.1026011758532399,,P3,0.31665844406641036,0.740948837876722,0.5635689812026564,0.1026011758532399,,,,,,,,,,,True,False,False,True
1,14,Paid Acquisition,Marketing,0.1068326681251906,0.749781986930057,0.6500164366636876,5.612496294156212e-05,0.3766718041704692,0.3766718041704692,0.3766718041704692,0.3766718041704692,0.0370518777436908,False,False,False,integrity,5.612496294156212e-05,,P3,0.11583643335585393,0.7408810837073864,0.5635399574954891,5.612496294156212e-05,,,,,,,,,,,True,False,False,True
1,15,Paid Acquisition,Marketing,0.1022610952070687,0.7496133202135687,0.6499114907611556,0.0002139314459065,0.3754999594069249,0.3754999594069249,0.3754999594069249,0.3754999594069249,0.0363466481792174,False,False,False,integrity,0.0002139314459065,,P3,0.11083582965020068,0.740706400863078,0.5634090807976148,0.0002139314459065,,,,,,,,,,,True,False,False,True
1,16,Paid Acquisition,Marketing,0.0960620021979225,0.749648697426664,0.6499088557206936,0.0002025514447046,0.37395552669749615,0.37395552669749615,0.37395552669749615,0.37395552669749615,0.0365578738833479,False,False,False,integrity,0.0002025514447046,,P3,0.10405496712685698,0.7407430399364876,0.5634057946722291,0.0002025514447046,,,,,,,,,,,True,False,False,True
1,17,Paid Acquisition,Marketing,0.0991874719090374,0.749657064862786,0.6499342439100353,0.0306368046514119,0.3823538963333177,0.3823538963333177,0.3823538963333177,0.3823538963333177,0.0368900442938477,False,False,False,integrity,0.0306368046514119,,P3,0.10747375442375283,0.740751705828442,0.5634374559596723,0.0306368046514119,,,,,,,,,,,True,False,False,True
1,18,Paid Acquisition,Marketing,0.1334589683326662,0.5232545950101335,0.619179211075706,0.3798287688895765,0.4139303858270205,0.4139303858270205,0.4139303858270205,0.3889,0.0363917222066239,False,False,False,attainability,0.1335,0.0,P3,0.14496154584340423,0.5062737470721672,0.5250832463786925,0.3798287688895765,0.1335,0.5233,0.6192,0.2798,0.3889,True,"[""Integrity score of 0.380 is too low given the evidence of needle_move=0.3050232506857143 and efficiency=0.1170059723953939, which meet the integrity>0.55 requirement.""]","The scores are generally consistent with the provided evidence, with the exception of the integrity score. The integrity score of 0.380 is too low given the evidence that the needle move and efficiency meet the required thresholds for an integrity score above 0.55. The integrity score has been adjusted downward by 0.10 to better align with the evidence. Final verifier adjustments applied: integrity adjusted by -0.10.","{""integrity"": -0.1}",verifier_primary,True,False,False,True
1,19,Paid Acquisition,Marketing,0.102782267306247,0.7496403440409507,0.6499410885183111,0.000197555364826,0.37564031380758367,0.37564031380758367,0.37564031380758367,0.37564031380758367,0.0364803246531727,False,False,False,integrity,0.000197555364826,,P3,0.11140591245914004,0.7407343885961024,0.5634459917834421,0.000197555364826,,,,,,,,,,,True,False,False,True
1,20,Paid Acquisition,Marketing,0.1014801337486745,0.7498731713563478,0.6500787204547085,0.0,0.37535800638993266,0.37535800638993266,0.37535800638993266,0.37535800638993266,0.0354742396926337,False,False,False,integrity,0.0,,P3,0.10998157689458175,0.7409755205664936,0.5636176308176795,0.0,,,,,,,,,,,True,False,False,True
1,21,Paid Acquisition,Marketing,0.101518435853455,0.7498819430828447,0.6500744360942485,0.0,0.3753687037576371,0.3753687037576371,0.3753687037576371,0.3753687037576371,0.0341550568195689,False,False,False,integrity,0.0,,P3,0.11002347355696256,0.7409846051693476,0.5636122878463392,0.0,,,,,,,,,,,True,False,False,True
1,22,Paid Acquisition,Marketing,0.1027616224385133,0.7498634134959935,0.6500488747378612,0.0254342896901746,0.38202705009063564,0.38202705009063564,0.38202705009063564,0.38202705009063564,0.0338764407753745,False,False,False,integrity,0.0254342896901746,,P3,0.1113833301217387,0.7409654146556386,0.5635804106044798,0.0254342896901746,,,,,,,,,,,True,False,False,True
1,23,Paid Acquisition,Marketing,0.0867009585767006,0.749860223414589,0.6500508228963693,0.0,0.3716530012219147,0.3716530012219147,0.3716530012219147,0.3716530012219147,0.0334023401402543,False,False,False,integrity,0.0,,P3,0.09381541276352091,0.740962110788077,0.5635828401281326,0.0,,,,,,,,,,,True,False,False,True
1,24,Paid Acquisition,Marketing,0.0078880013746437,0.7498698932733918,0.6500604487793087,0.0470531613411035,0.36371787619211193,0.36371787619211193,0.36371787619211193,0.36371787619211193,0.0358192692233677,False,False,False,attainability,0.0078880013746437,,P3,0.0076060548692564135,0.740972125558477,0.5635948444440978,0.0470531613411035,,,,,,,,,,,True,False,False,True
2,1,Paid Acquisition,Marketing,0.1070855349970059,0.0345028127144246,0.9997658768349732,0.7503956197709831,0.4729374610793467,0.4729374610793467,0.4729374610793467,0.4729374610793467,0.0372510278173829,False,False,False,relevance,0.0345028127144246,,P3,0.11611303115684801,8.880869329693085e-05,0.9997080279839865,0.7503956197709831,,,,,,,,,,,True,True,False,False
2,2,Paid Acquisition,Marketing,0.0929189283118618,0.0344170626182814,0.9996591869300658,0.5280909804184539,0.4137715395696657,0.4137715395696657,0.4137715395696657,0.4137715395696657,0.0370381243264244,False,False,False,relevance,0.0344170626182814,,P3,0.10061692354682936,0.0,0.999574976362971,0.5280909804184539,,,,,,,,,,,True,True,False,False
2,3,Paid Acquisition,Marketing,0.099585028596774,0.0345969243363474,0.9998311015739544,0.4773204307983044,0.402833371326345,0.402833371326345,0.402833371326345,0.402833371326345,0.0369535353349213,False,False,False,relevance,0.0345969243363474,,P3,0.10790862082127264,0.00018627715739126475,0.9997893689249059,0.4773204307983044,,,,,,,,,,,True,True,False,False
2,4,Paid Acquisition,Marketing,0.1007011065123252,0.0345102592984908,0.9997540693423532,0.0003921284155026,0.2838393908921679,0.2838393908921679,0.2838393908921679,0.2838393908921679,0.0368804261521434,False,True,False,integrity,0.0003921284155026,,P2,0.10912943988295261,9.652088757063925e-05,0.9996933030103858,0.0003921284155026,,,,,,,,,,,True,True,False,True
2,5,Paid Acquisition,Marketing,0.1020193642701741,0.0345504719760663,0.999729074490022,0.000426582593749,0.2841813733325029,0.2841813733325029,0.2841813733325029,0.2841813733325029,0.0361604687192692,False,True,False,integrity,0.000426582593749,,P2,0.11057141286401874,0.00013816790034467899,0.9996621322485167,0.000426582593749,,,,,,,,,,,True,True,False,True
2,6,Paid Acquisition,Marketing,0.0936555309173299,0.0602238471223207,0.9177800568873804,0.1217707119918158,0.2983575367297117,0.2983575367297117,0.2983575367297117,0.2859,0.036555106866112,False,True,False,relevance,0.0602,0.0,P2,0.10142265448112031,0.02672727977088056,0.8974645565535646,0.1217707119918158,0.0937,0.0602,0.9178,0.0718,0.2859,True,"[""Integrity score of 0.122 is too high given weak needle move (0.272) and efficiency (0.030) evidence""]","The scores are generally consistent with the provided evidence, with the exception of the integrity score. The integrity score of 0.122 is too high given the weak needle move and efficiency evidence, so it has been adjusted downward by 0.05. Final verifier adjustments applied: integrity adjusted by -0.05.","{""integrity"": -0.05}",verifier_primary,True,True,False,True
2,7,Paid Acquisition,Marketing,0.1036798428888454,0.0345620030365434,0.9997675100757456,0.3070684871937472,0.3612694607987204,0.3612694607987204,0.3612694607987204,0.3612694607987204,0.0368760169033398,False,False,False,relevance,0.0345620030365434,,P3,0.11238772328548674,0.00015011025912161589,0.9997100647777437,0.3070684871937472,,,,,,,,,,,True,True,False,True
2,8,Paid Acquisition,Marketing,0.0941111437565121,0.0344607544635191,0.9997188171915624,0.0004453933254313,0.2821840271842563,0.2821840271842563,0.2821840271842563,0.2821840271842563,0.0356360347600077,False,True,False,integrity,0.0004453933254313,,P2,0.10192102545600432,4.5250277933361644e-05,0.9996493405023016,0.0004453933254313,,,,,,,,,,,True,True,False,True
2,9,Paid Acquisition,Marketing,0.1060114128008228,0.0345086311628819,0.9997462397018922,0.0003926090089132,0.28516472316862757,0.28516472316862757,0.28516472316862757,0.28516472316862757,0.0359715594700643,False,True,False,integrity,0.0003926090089132,,P2,0.11493810525480982,9.483467842988937e-05,0.9996835387655287,0.0003926090089132,,,,,,,,,,,True,True,False,True
2,10,Paid Acquisition,Marketing,0.0944124439507225,0.0346074711371442,0.9998493872616822,0.000245533138383,0.282278708871983,0.282278708871983,0.282278708871983,0.282278708871983,0.0368208452493597,False,True,False,integrity,0.000245533138383,,P2,0.10225060192665626,0.00019720014919365767,0.9998121727730832,0.000245533138383,,,,,,,,,,,True,True,False,True
2,11,Paid Acquisition,Marketing,0.104103773790229,0.0346554892722113,0.9998241134540852,0.0002711552068424,0.28471363293084195,0.28471363293084195,0.28471363293084195,0.28471363293084195,0.0367261086685045,False,True,False,integrity,0.0002711552068424,,P2,0.11285143905123475,0.00024693103022664496,0.9997806541296564,0.0002711552068424,,,,,,,,,,,True,True,False,True
2,12,Paid Acquisition,Marketing,0.1064318645621963,0.2149113287844802,0.8282442748091603,0.48,0.4073968670389592,0.4073968670389592,0.4073968670389592,0.3833,0.0370224460211095,False,False,False,attainability,0.05,-0.1,P3,0.11539801537188099,0.18693226767979174,0.7858056235482386,0.48,0.05,0.2149,0.7882,0.48,0.3833,True,"[""budget shock reduced allocation and may weaken attainability and coherence""]",The scores provided are consistent with the given evidence. No adjustments are necessary. Final verifier adjustments applied: attainability adjusted by -0.06; coherence adjusted by -0.04.,"{""attainability"": -0.0564, ""coherence"": -0.04}",verifier_primary,True,True,False,False
2,13,Paid Acquisition,Marketing,0.1008674813362949,0.0347366214187481,0.9999090607190926,0.0636178526495843,0.29978275403092997,0.29978275403092997,0.29978275403092997,0.29978275403092997,0.0371711687268851,False,True,False,relevance,0.0347366214187481,,P2,0.10931142857178493,0.0003309570575126773,0.9998865907814876,0.0636178526495843,,,,,,,,,,,True,True,False,True
2,14,Paid Acquisition,Marketing,0.0989995882396174,0.0346961959137734,0.9999091028546344,0.0001586283364512,0.2834408788361191,0.2834408788361191,0.2834408788361191,0.2834408788361191,0.0367563547553083,False,True,False,integrity,0.0001586283364512,,P2,0.10726823833763527,0.00028908962605608677,0.9998866433281849,0.0001586283364512,,,,,,,,,,,True,True,False,True
2,15,Paid Acquisition,Marketing,0.1025361830357299,0.0346113338442739,0.9998323587921938,0.0002886231044791,0.2843171246941692,0.2843171246941692,0.2843171246941692,0.2843171246941692,0.0363731555398187,False,True,False,integrity,0.0002886231044791,,P2,0.11113673378976505,0.00020120063418675588,0.9997909367857533,0.0002886231044791,,,,,,,,,,,True,True,False,True
2,16,Paid Acquisition,Marketing,0.0968674300071654,0.0346284470420762,0.9998606753538422,0.0002386045108689,0.28289878922848816,0.28289878922848816,0.28289878922848816,0.28289878922848816,0.0365622028324446,False,True,False,integrity,0.0002386045108689,,P2,0.10493598233971087,0.00021892423804623472,0.9998262500089882,0.0002386045108689,,,,,,,,,,,True,True,False,True
2,17,Paid Acquisition,Marketing,0.1008077929876983,0.034775961646361,0.999917243946202,0.1086402284236169,0.3110353067509696,0.3110353067509696,0.3110353067509696,0.3110353067509696,0.0370297314845924,False,True,False,relevance,0.034775961646361,,P2,0.1092461386196126,0.0003717005011406703,0.9998967959797487,0.1086402284236169,,,,,,,,,,,True,True,False,True
2,18,Paid Acquisition,Marketing,0.1059012166583943,0.1702158536755265,0.8068391866913124,0.3268156424581005,0.3524429748708334,0.3524429748708334,0.3524429748708334,0.3274,0.0365844686162957,False,True,False,attainability,0.1059,0.0,P2,0.11481756747754017,0.14064256167079803,0.7591116108904179,0.3268156424581005,0.1059,0.1702,0.8068,0.2268,0.3274,True,"[""Integrity score of 0.327 is too high given weak needle move (0.2735) and efficiency (0.0877)""]","The scores are generally consistent with the provided evidence, with the exception of the integrity score. The integrity score of 0.327 is too high given the weak needle move (0.2735) and efficiency (0.0877) evidence, so it has been adjusted downward by 0.10. Final verifier adjustments applied: integrity adjusted by -0.10.","{""integrity"": -0.1}",verifier_primary,True,True,False,True
2,19,Paid Acquisition,Marketing,0.0999947661674474,0.0347385996270693,0.9998789786294044,0.0693203640809418,0.30098317712621575,0.30098317712621575,0.30098317712621575,0.30098317712621575,0.0359932315736805,False,True,False,relevance,0.0347385996270693,,P2,0.10835681124740207,0.0003330058260152983,0.9998490757907298,0.0693203640809418,,,,,,,,,,,True,True,False,True
2,20,Paid Acquisition,Marketing,0.1048154877964088,0.0346779256558732,0.999895516854982,0.0001672417317656,0.28488904300975737,0.28488904300975737,0.28488904300975737,0.28488904300975737,0.0356372349195791,False,True,False,integrity,0.0001672417317656,,P2,0.11362994565288165,0.00027016769123276897,0.999869700401125,0.0001672417317656,,,,,,,,,,,True,True,False,True
2,21,Paid Acquisition,Marketing,0.0991081162662253,0.0346744753788247,0.9999195800079722,0.0001458728645661,0.28346201112939706,0.28346201112939706,0.28346201112939706,0.28346201112939706,0.0362420669610683,False,True,False,integrity,0.0001458728645661,,P2,0.10738695145054908,0.00026659434717868943,0.9998997092526173,0.0001458728645661,,,,,,,,,,,True,True,False,True
2,22,Paid Acquisition,Marketing,0.0975046982934735,0.0346559365744335,0.999880344612275,0.1710383208561737,0.3257698250840889,0.3257698250840889,0.3257698250840889,0.3257698250840889,0.036192609701357,False,True,False,relevance,0.0346559365744335,,P2,0.10563305667519292,0.00024739428715169837,0.999850779290563,0.1710383208561737,,,,,,,,,,,True,True,False,True
2,23,Paid Acquisition,Marketing,0.0967788770034719,0.0346324085596898,0.9998744922006122,0.0002096432066444,0.28287385524260455,0.28287385524260455,0.28287385524260455,0.28287385524260455,0.0362333671494081,False,True,False,integrity,0.0002096432066444,,P2,0.10483911885610306,0.0002230270579678426,0.999843480822547,0.0002096432066444,,,,,,,,,,,True,True,False,True
2,24,Paid Acquisition,Marketing,0.0035106513251841,0.0346393714534916,0.9999070364442472,0.0300641224157786,0.2670302954096753,0.2670302954096753,0.2670302954096753,0.2670302954096753,0.0367328827010756,False,True,False,attainability,0.0035106513251841,,P2,0.002817901367099914,0.0002302383093589867,0.9998840663341202,0.0300641224157786,,,,,,,,,,,True,True,False,True
3,1,Paid Acquisition,Marketing,0.0888113795784807,0.7496512478724413,0.9664363339206564,0.7501939570066279,0.6387732295945516,0.6387732295945516,0.6387732295945516,0.6387732295945516,0.0373098095149101,False,False,False,attainability,0.0888113795784807,,P3,0.0961238915455515,0.7407456813534306,0.958143179685497,0.7501939570066279,,,,,,,,,,,True,False,False,False
3,2,Paid Acquisition,Marketing,0.0978099814542224,0.7496965773681672,0.966501046075774,0.9764387135461652,0.6976115796110822,0.6976115796110822,0.6976115796110822,0.6976115796110822,0.0368496010054444,False,False,False,attainability,0.0978099814542224,,P3,0.10596698990392105,0.7407926276947676,0.9582238813896111,0.9764387135461652,,,,,,,,,,,True,False,False,False
3,3,Paid Acquisition,Marketing,0.1003785722625576,0.7497550104990969,0.9665578509264444,0.6614108806480384,0.6195255785840343,0.6195255785840343,0.6195255785840343,0.6195255785840343,0.0368207179870388,False,False,False,attainability,0.1003785722625576,,P3,0.10877663659325894,0.740853145061354,0.9582947219951005,0.6614108806480384,,,,,,,,,,,True,False,False,False
3,4,Paid Acquisition,Marketing,0.0977746926000801,0.7497465663232773,0.966519448070494,0.4496531055739223,0.5659234531419434,0.5659234531419434,0.5659234531419434,0.5659234531419434,0.0366355791220521,False,False,False,attainability,0.0977746926000801,,P3,0.10592838927828238,0.7408443996924946,0.9582468302827565,0.4496531055739223,,,,,,,,,,,True,False,False,False
3,5,Paid Acquisition,Marketing,0.1078534258611425,0.7496477194267569,0.966494486845396,0.4308580966030246,0.56371343218408,0.56371343218408,0.56371343218408,0.56371343218408,0.0345090162464645,False,False,False,attainability,0.1078534258611425,,P3,0.11695298667533424,0.7407420270525645,0.9582157014569814,0.4308580966030246,,,,,,,,,,,True,False,False,False
3,6,Paid Acquisition,Marketing,0.0830695898266366,0.6727036170515016,0.926675103410467,0.4816740158251819,0.5410305815284469,0.5410305815284469,0.5410305815284469,0.541,0.0341433319237825,False,False,False,attainability,0.0831,0.0,P3,0.0898432490567625,0.6610534261507034,0.9085574557358479,0.4816740158251819,0.0831,0.6727,0.9267,0.4817,0.541,True,[],The provided scores are consistent with the given evidence. No adjustments are necessary.,{},verifier_primary,True,False,False,False
3,7,Paid Acquisition,Marketing,0.1105046513357981,0.7497407029481655,0.9665595736341516,0.6319802822880677,0.6146963025515457,0.6146963025515457,0.6146963025515457,0.6146963025515457,0.0367275905608104,False,False,False,attainability,0.1105046513357981,,P3,0.11985302308961322,0.7408383271782304,0.9582968703619321,0.6319802822880677,,,,,,,,,,,True,False,False,False
3,8,Paid Acquisition,Marketing,0.1176650698352055,0.7497594060095207,0.9665308646192962,0.4143462735357345,0.5620754034999392,0.5620754034999392,0.5620754034999392,0.5620754034999392,0.0362885116256485,False,False,False,attainability,0.1176650698352055,,P3,0.12768542911779376,0.7408576973540589,0.9582610677153033,0.4143462735357345,,,,,,,,,,,True,False,False,False
3,9,Paid Acquisition,Marketing,0.282623305982233,0.7497119134563297,0.7898223153689707,0.3500944390984732,0.5430629934765017,0.5430629934765017,0.5430629934765017,0.5430629934765017,0.0368632289363923,False,False,False,attainability,0.282623305982233,,P3,0.30812458687134336,0.7408085108017408,0.7378900874856004,0.3500944390984732,,,,,,,,,,,True,False,False,False
3,10,Paid Acquisition,Marketing,0.0998970749836244,0.7496763609970822,0.9664476715174262,0.6001906609701727,0.6040529421170764,0.6040529421170764,0.6040529421170764,0.6040529421170764,0.0367194183658667,False,False,False,attainability,0.0998970749836244,,P3,0.10824995198810897,0.7407716902313709,0.95815731865797,0.6001906609701727,,,,,,,,,,,True,False,False,False
3,11,Paid Acquisition,Marketing,0.1016960909144327,0.7497447922832263,0.9665666051061752,0.4885590112902155,0.5766416248985125,0.5766416248985125,0.5766416248985125,0.5766416248985125,0.0362329187164716,False,False,False,attainability,0.1016960909144327,,P3,0.11021780110508751,0.7408425623746854,0.958305639221101,0.4885590112902155,,,,,,,,,,,True,False,False,False
3,12,Paid Acquisition,Marketing,0.1078488427466544,0.4722222222222222,0.7993153540975593,0.5905857991439633,0.49249305455259984,0.49249305455259984,0.49249305455259984,0.468,0.0367350272802005,False,False,False,attainability,0.05,-0.1,P3,0.1169479734469109,0.45342111428248794,0.749728735128019,0.5905857991439633,0.05,0.4722,0.7593,0.5906,0.468,True,"[""budget shock reduced allocation and may weaken attainability and coherence""]",The scores provided are consistent with the given evidence. No adjustments are necessary. Final verifier adjustments applied: attainability adjusted by -0.06; coherence adjusted by -0.04.,"{""attainability"": -0.0578, ""coherence"": -0.04}",verifier_primary,True,False,False,False
3,13,Paid Acquisition,Marketing,0.1009283192320667,0.99964416351183,0.6383165722599171,0.4689089082411965,0.5519494908112526,0.5519494908112526,0.5519494908112526,0.5519494908112526,0.0372088700301649,False,False,False,attainability,0.1009283192320667,,P3,0.10937797595328565,0.9996555271727061,0.5489492056719253,0.4689089082411965,,,,,,,,,,,True,False,False,False
3,14,Paid Acquisition,Marketing,0.0902879735038746,0.9997656911594242,0.6165320508362656,0.4939447526697192,0.550132617042321,0.550132617042321,0.550132617042321,0.550132617042321,0.0359930161632546,False,False,False,attainability,0.0902879735038746,,P3,0.09773906015104392,0.9997813895573296,0.5217820065730046,0.4939447526697192,,,,,,,,,,,True,False,False,False
3,15,Paid Acquisition,Marketing,0.0998016509544658,0.9997913882433316,0.6165806413599358,0.5393925641869761,0.5638915611861773,0.5638915611861773,0.5638915611861773,0.5638915611861773,0.0350947008115764,False,False,False,attainability,0.0998016509544658,,P3,0.10814557265032627,0.9998080032236228,0.5218426031959552,0.5393925641869761,,,,,,,,,,,True,False,False,False
3,16,Paid Acquisition,Marketing,0.1004385678148653,0.7497552609785273,0.6166000036751121,0.5999836646946817,0.5166943742907966,0.5166943742907966,0.5166943742907966,0.5166943742907966,0.0371303037115123,False,False,False,attainability,0.1004385678148653,,P3,0.10884226257944923,0.740853404475068,0.5218667496925057,0.5999836646946817,,,,,,,,,,,True,False,False,False
3,17,Paid Acquisition,Marketing,0.1088203782299183,0.9996447416775408,0.6164883342537587,0.600091183712262,0.5812611594683699,0.5812611594683699,0.5812611594683699,0.5812611594683699,0.036695637692536,False,False,False,attainability,0.1088203782299183,,P3,0.11801068512728784,0.9996561259608544,0.521727488179977,0.600091183712262,,,,,,,,,,,True,False,False,False
3,18,Paid Acquisition,Marketing,0.1093801374107674,0.4722222222222222,0.6079477078603361,0.5271603065148962,0.4291775935020555,0.4291775935020555,0.4291775935020555,0.4167,0.0361660037318133,False,False,False,attainability,0.1094,0.0,P3,0.11862297631987312,0.45342111428248794,0.5110765818255368,0.5271603065148962,0.1094,0.4722,0.6079,0.4772,0.4167,True,"[""integrity score of 0.527 is too high given weak needle_move of 0.3627 and efficiency of 0.1549""]","The scores are generally consistent with the provided evidence, with the exception of the integrity score. The integrity score of 0.527 is too high given the weak needle_move of 0.3627 and efficiency of 0.1549, which do not meet the required thresholds of 0.25 and 0.20 respectively. The other scores are appropriate given the evidence. Final verifier adjustments applied: integrity adjusted by -0.05.","{""integrity"": -0.05}",verifier_primary,True,False,False,False
3,19,Paid Acquisition,Marketing,0.0963917115917046,0.7498097754026307,0.6166299123799232,0.2529129800557425,0.4289360948575003,0.4289360948575003,0.4289360948575003,0.4289360948575003,0.0354847979465602,False,False,False,attainability,0.0963917115917046,,P3,0.10441561893004704,0.7409098633595266,0.5219040484571923,0.2529129800557425,,,,,,,,,,,True,False,False,True
3,20,Paid Acquisition,Marketing,0.0966663483645788,0.999669511871322,0.616473428897699,0.4378112319400328,0.5376551302684082,0.5376551302684082,0.5376551302684082,0.5376551302684082,0.0371562121563981,False,False,False,attainability,0.0966663483645788,,P3,0.10471602968335676,0.9996817796760262,0.5217088999003523,0.4378112319400328,,,,,,,,,,,True,False,False,False
3,21,Paid Acquisition,Marketing,0.1009027830452767,0.7498707326143824,0.6166252733060266,0.255044027104033,0.4306107040174297,0.4306107040174297,0.4306107040174297,0.4306107040174297,0.0356471114134576,False,False,False,attainability,0.1009027830452767,,P3,0.1093500432586579,0.740972994837696,0.5218982631272449,0.255044027104033,,,,,,,,,,,True,False,False,True
3,22,Paid Acquisition,Marketing,0.0994197311478549,0.7498378391459336,0.6165872276425115,0.2702941044437368,0.43403472559500916,0.43403472559500916,0.43403472559500916,0.43403472559500916,0.0357851629975964,False,False,False,attainability,0.0994197311478549,,P3,0.10772781061646913,0.7409389281009536,0.5218508168650359,0.2702941044437368,,,,,,,,,,,True,False,False,True
