goal_id,composite_adjusted,final_composite,composite_p6,composite_p12,trajectory_p6,trajectory_p12,attain_p6,attain_p12,improving_p6,improving_p12,degrading_p6,degrading_p12,projected_attain_p24,actual_attain_p24,attain_error_p24,coherence_p6,relevance_p6,integrity_p6,coherence_p12,relevance_p12,integrity_p12,actual_coherence_p24,coherence_error_p24,actual_relevance_p24,relevance_error_p24,actual_integrity_p24,integrity_error_p24,actual_attainability_p24,attainability_error_p24,coherence_slope,relevance_slope,integrity_slope,attain_slope
11,0.3461,0.3461,0.36247476528663064,0.3247938834348175,0.01637476528663062,-0.021306116565182498,0.1841470247833807,0.1975345743466144,False,False,False,True,0.1841470247833807,0.0,0.1841470247833807,0.6181173807982445,0.4261175206420177,0.22151713492287964,0.6140125393742667,0.4104999989600761,0.0771284210583128,0.6497947016325407,0.031677320834296196,0.5736414653561254,0.14752394471410768,0.0003072183611363,0.22120991656174332,0.010597240017161,0.17354978476621968,-0.000684,-0.002603,-0.024065,0.00016
12,0.2818,0.2818,0.29631545287424793,0.2891700063835615,0.014515452874247936,0.0073700063835615,0.19354236925668517,0.1937680376888303,False,False,False,False,0.19354236925668517,0.0,0.19354236925668517,0.44708379084121497,0.1674442931530541,0.37719135824603756,0.43484190306536824,0.23019266329553656,0.2978774214845108,0.5686050677958902,0.12152127695467518,0.0348242325664184,0.1326200605866357,0.2501428638997004,0.12704849434633714,0.0043994853231963,0.18914288393348885,-0.00204,0.010458,-0.013219,0.000129
13,0.4513,0.4513,0.4689511555645492,0.42726507583963425,0.017651155564549215,-0.024034924160365734,0.186759894361913,0.10614634662587127,False,False,False,True,0.186759894361913,0.0,0.186759894361913,0.6324718830458839,0.5357762884658374,0.5207965563845625,0.6374712386192404,0.5410542350832138,0.4243884830302113,0.5997023224279333,0.032769560617950555,0.4944081017592849,0.04136818670655246,0.0005546035790073,0.5202419528055552,0.0095629090006273,0.1771969853612857,0.000833,0.00088,-0.016068,0.000156
14,0.4001,0.4001,0.40125475465338734,0.3491947325183178,0.0011547546533873243,-0.050905267481682226,0.29217280148149816,0.2601308194086196,False,False,False,True,0.29217280148149816,0.0,0.29217280148149816,0.3828909543896542,0.4741429878956457,0.45581227484675135,0.20927478241008268,0.5348994907752318,0.3924738374793371,0.6164132363980745,0.23352228200842035,0.4502683683176182,0.0238746195780275,0.4725511790012545,0.01673890415450313,0.0054986946579307,0.2866741068235675,-0.028936,0.010126,-0.010556,0.010056
15,0.3174,0.3174,0.32903375818025477,0.3228150187708688,0.01163375818025475,0.005415018770868807,0.17949615451056733,0.18120152035686035,False,False,False,False,0.17949615451056733,0.0,0.17949615451056733,0.6162513833382729,0.3240670376267257,0.1963204572454534,0.6102805444543236,0.3817819384242054,0.11799607184808603,0.6498719359379375,0.033620552599664566,0.2846641655865747,0.03940287204015097,0.2501983264035774,0.05387786915812401,0.0086553738030766,0.17084078070749073,-0.000995,0.009619,-0.013054,0.00032
16,0.3932,0.3932,0.37140036037718716,0.33254252270779017,-0.02179963962281284,-0.06065747729220983,0.19005938146735218,0.20166226256954156,False,False,True,True,0.19005938146735218,0.0,0.19005938146735218,0.5849583948283195,0.36822163420776827,0.3423620310053086,0.5973893171291663,0.37009113158629064,0.1610273795461622,0.5996998210277038,0.014741426199384344,0.3844767713300376,0.016255137122269336,0.0005346911262745,0.3418273398790341,0.0028382669785928,0.1872211144887594,0.002072,0.000312,-0.030222,0.000462
17,0.3857,0.3857,0.3872685220665931,0.3425845494490014,0.0015685220665931365,-0.04311545055099858,0.20537045799494766,0.2171679585098294,False,False,False,True,0.20537045799494766,0.0,0.20537045799494766,0.45631500012294546,0.4681216161920652,0.4192670139564144,0.2968555233098846,0.48437987834686336,0.37193483762942814,0.6166549970666708,0.16033999694372536,0.7500251941906306,0.2819035779985654,0.0,0.4192670139564144,0.0020412344248115,0.20332922357013616,-0.026577,0.00271,-0.007889,0.002916
18,0.3292,0.3292,0.2905060244560101,0.22911562098424318,-0.0386939755439899,-0.10008437901575681,0.19615472192631417,0.19431934861229277,False,False,True,True,0.19615472192631417,0.0,0.19615472192631417,0.31800275129947125,0.32505123581872486,0.3228153887795302,0.1590824256758656,0.3446970662320443,0.2183636434167701,0.6498477052227895,0.3318449539233182,0.3996658981542781,0.07461466233555325,0.0001984071217838,0.3226169816577464,0.0103048677169917,0.18584985420932246,-0.026487,0.003274,-0.017409,-7e-05
19,0.3985,0.3985,0.39694277981595133,0.35922716027677604,-0.001557220184048691,-0.039272839723223985,0.18442687806837643,0.18198253639330642,False,False,False,True,0.18442687806837643,0.0,0.18442687806837643,0.6479743282323935,0.6225472924542232,0.13282262050881202,0.6459486564647872,0.6089774482490106,0.0,0.6499634071728695,0.0019890789404759524,0.749785289318431,0.12723799686420778,8.661821288173889e-05,0.13273600229593027,0.0073642686614157,0.17706260940696072,-0.000338,-0.002262,-0.027863,0.000177
20,0.341,0.341,0.36080566611378184,0.3547952994963921,0.019805666113781817,0.013795299496392077,0.21010582010515147,0.19657901777608022,False,False,False,False,0.21010582010515147,0.0,0.21010582010515147,0.5346094927086721,0.3852551601553172,0.31325219148598654,0.563804815877277,0.4488216477352053,0.20997571659700567,0.2706791588392688,0.2639303338694033,0.0350947574590596,0.3501604026962576,0.0,0.31325219148598654,0.006704007695451,0.20340181240970046,0.004866,0.010594,-0.017213,0.000389
21,0.4626,0.4626,0.4153881990973669,0.34995774165948207,-0.047211800902633105,-0.11264225834051794,0.18385404955443257,0.18684792349521628,False,False,True,True,0.18385404955443257,0.0,0.18385404955443257,0.4788767091883246,0.7044250972215604,0.29439694042515013,0.33522594584917664,0.7237204539241587,0.15403664336937667,0.6499794678018593,0.17110275861353474,0.7497899766566675,0.04536487943510703,0.1032417301179225,0.19115521030722765,0.0090780386634217,0.17477601089101089,-0.023942,0.003216,-0.023393,-0.001296
22,0.3993,0.3993,0.3764818512507146,0.3382022153806977,-0.022818148749285394,-0.061097784619302264,0.18718066471193454,0.20569716888646605,False,False,True,True,0.18718066471193454,0.0,0.18718066471193454,0.6065591250635965,0.3204917738964139,0.3916958413309135,0.6405907775997206,0.29867585548513553,0.2078450595514688,0.5999394172843697,0.006619707779226824,0.3997124719819798,0.07922069808556587,0.0001342926886675,0.391561548642246,0.0024648046729908,0.18471586003894375,0.005672,-0.003636,-0.030642,0.000798
23,0.3962,0.3962,0.359241240906974,0.2868667787010267,-0.036958759093025983,-0.10933322129897327,0.15925438416925425,0.05584021007015085,False,False,True,True,0.15925438416925425,0.0,0.15925438416925425,0.6583239020508008,0.457186970182686,0.1621997072251548,0.6667240387487492,0.42490286598520677,0.0,0.6179723150212885,0.04035158702951236,0.7497749748213717,0.2925880046386857,0.0,0.1621997072251548,0.0015156375110593,0.15773874665819496,0.0014,-0.005381,-0.029239,0.000158
24,0.3924,0.3924,0.33037151633154316,0.2767248667925415,-0.06202848366845687,-0.11567513320745854,0.04976147793992003,0.0,False,False,True,True,0.04976147793992003,0.0,0.04976147793992003,0.6182195416100603,0.4376735213572432,0.21583152441894898,0.6142168609978983,0.40312482049226417,0.08955778568000328,0.6499891178254942,0.03176957621543386,0.7498752190681877,0.31220169771094447,0.1161086450921675,0.09972287932678148,0.0016681878868177,0.04809329005310233,-0.000667,-0.005758,-0.021046,-0.047072
25,0.399,0.399,0.37017309278521626,0.3198445241999084,-0.02882690721478376,-0.07915547580009163,0.204977587036008,0.21711588281626287,False,False,True,True,0.204977587036008,0.0,0.204977587036008,0.7022644000116331,0.36944034788424956,0.2040100362089743,0.6935243566619086,0.36635322324102665,0.002384634080435377,0.8215489305656906,0.11928453055405741,0.3997946826185333,0.030354334734283728,8.137584802603234e-05,0.20392866036094826,0.0049965206787281,0.19998106635727989,-0.001457,-0.000515,-0.033604,0.0003
26,0.3238,0.3238,0.33168567456570786,0.31995116162817194,0.007885674565707879,-0.003848838371828034,0.1727902133553947,0.1587545348351875,False,False,False,False,0.1727902133553947,0.0,0.1727902133553947,0.36071253562690797,0.4648571560162752,0.3283827932642537,0.3869634034977229,0.5108954869495731,0.22319122123020424,0.2498373638084217,0.11087517181848627,0.3846873437079061,0.08016981230836911,0.1173123003465991,0.21107049291765456,0.003930634008164,0.1688595793472307,0.004375,0.007673,-0.017532,0.00014
27,0.2939,0.2939,0.28627704416561983,0.25903068412470825,-0.007622955834380163,-0.03486931587529174,0.2159923726907299,0.21877102504305468,False,False,False,True,0.2159923726907299,0.0,0.2159923726907299,0.5828976949194918,0.15718948607200123,0.18902862298025633,0.575201330433043,0.16979652082246544,0.07235386020026985,0.6499717664119551,0.06707407149246325,0.046565813946768,0.11062367212523322,9.731734707418172e-05,0.18893130563318214,0.0043044975831459,0.211687875107584,-0.001283,0.002101,-0.019446,0.000543
28,0.4225,0.4225,0.3936892390908327,0.3424905934970634,-0.028810760909167288,-0.08000940650293659,0.18022176807289939,0.16555647903582005,False,False,True,True,0.18022176807289939,0.0,0.18022176807289939,0.6919242147646985,0.3855276387373416,0.31708333478839124,0.6565757022566693,0.3842517584130995,0.1635784342826649,1.0,0.30807578523530155,0.399703824651007,0.014176185913665429,4.193877759989682e-05,0.31704139601079134,0.0044858379055924,0.175735930167307,-0.005891,-0.000213,-0.025584,4.3e-05
29,0.4035,0.4035,0.39747595115604395,0.35654189299937167,-0.006024048843956076,-0.04695810700062836,0.17873652771686505,0.17471754448646049,False,False,False,True,0.17873652771686505,0.0,0.17873652771686505,0.6658272251089549,0.6017904427131804,0.14354960908517528,0.6656377371259878,0.5858122903850383,0.0,0.6499625390864584,0.015864686022496466,0.7498604386493439,0.14806999593616355,9.326665247186496e-05,0.14345634243270342,0.0054689348704088,0.17326759284645624,-3.2e-05,-0.002663,-0.026841,0.000202
30,0.425,0.425,0.42320423007530333,0.36819832758565163,-0.0017957699246966552,-0.05680167241434836,0.21394676160001191,0.09500760258101845,False,False,False,True,0.21394676160001191,0.0,0.21394676160001191,0.48712401761690227,0.5366492770384784,0.45509686404582067,0.3455291448458024,0.588295026694878,0.4439615362209076,0.6164490444647927,0.12932502684789038,0.3848051062154415,0.15184417082303692,0.1376968110221678,0.3174000530236529,0.0049633022296317,0.2089834593703802,-0.023599,0.008608,-0.001856,-0.012008
31,0.3655,0.3655,0.34785392013360494,0.31728408265014624,-0.017646079866395048,-0.048215917349853754,0.18542686582367185,0.18721700106934158,False,False,False,True,0.18542686582367185,0.0,0.18542686582367185,0.2730675383285499,0.6479681169705923,0.28495315941160576,0.14729487047153283,0.6991798079925922,0.2354446510671185,0.2497998335135094,0.023267704815040507,0.649393467150622,0.0014253501800296497,0.2503135633893032,0.03463959602230254,0.0018519320166922,0.18357493380697965,-0.020962,0.008535,-0.008251,0.001358
32,0.439,0.439,0.42722874348260464,0.3649209377087558,-0.011771256517395357,-0.07407906229124422,0.15009812035918418,0.061914323535138725,False,False,False,True,0.15009812035918418,0.0,0.15009812035918418,0.6849275254489663,0.4863737713750128,0.3875155567472556,0.6940974751403567,0.5013681113922891,0.2023038407672385,0.5998498532295524,0.08507767221941387,0.3847006273874032,0.10167314398760963,0.0002814773108574,0.38723407943639815,0.0028276924660363,0.14727042789314787,0.001528,0.002499,-0.030869,0.000114
33,0.4314,0.4314,0.3936108823004816,0.33014879802320396,-0.037789117699518426,-0.10125120197679605,0.22201624444873236,0.22094013338742924,False,False,True,True,0.22201624444873236,0.0,0.22201624444873236,0.5380164233036678,0.3975694116016158,0.4168414498479102,0.3858884116030876,0.4734501506278025,0.2403164964744965,0.6500457740304318,0.11202935072676401,0.0350191645820965,0.3625502470195193,0.1606589836448677,0.2561824662030425,0.0024978030992156,0.21951844134951676,-0.025355,0.012647,-0.029421,0.000386
34,0.4005,0.4005,0.39166657166247776,0.33812386242495795,-0.008833428337522264,-0.06237613757504207,0.18429747439827487,0.1814233670745186,False,False,False,True,0.18429747439827487,0.0,0.18429747439827487,0.5054351720658623,0.6721692543627352,0.20476438582303863,0.3644965194653028,0.7282018777354781,0.07837368542453238,0.6163491314199421,0.11091395935407977,0.3846464595654678,0.28752279479726744,0.3488730617088532,0.14410867588581455,0.0060447975231364,0.17825267687513846,-0.02349,0.009339,-0.021065,0.000109
35,0.2641,0.2641,0.2562641519945632,0.2268108867510376,-0.007835848005436796,-0.03728911324896239,0.18855050813545893,0.1844882171522936,False,False,False,True,0.18855050813545893,0.0,0.18855050813545893,0.5815451669366432,0.11412070606296329,0.1408402268431873,0.5724962744673457,0.123545489115355,0.026713566269156108,0.6499669205489745,0.06842175361233138,0.0349709835415253,0.07914972252143798,8.755527755412463e-05,0.14075267156563318,0.0025434242046378,0.18600708393082113,-0.001508,0.001571,-0.019021,0.000299
