period_id,start_date,end_date,total_budget_available,projection_id,bucket_id,bucket_name,bucket_level,parent_bucket_id,parent_bucket_name,goal_id,metric_name,metric_unit,start_period,end_period,target_value_final_period,initial_value,minimum_viable_allocation,optimal_allocation_min,optimal_allocation_max,red_low_max,orange_low_max,green_min,green_max,orange_high_min,red_high_min,scenario_story,allocation_id,allocated_amount,allocated_time_hours,allocation_percentage_of_total_bucket,allocation_percentage_of_parent,delivered_output_quantity,delivered_output_quality_score,output_cost_per_unit,metric_id,observed_value,expected_value,variance_from_target,trailing_3_period_avg,trailing_6_period_slope,volatility_measure,range_position_score,status_band,underfunded_flag,overfunded_flag,allocation_efficiency_ratio,probability_of_hitting_target,time_to_green_estimate_x,weighted_goal_status_score,allocation_fitness_score,time_to_green_estimate_y,time_to_green_estimate,needle_move_ratio,scenario_encoded,l3_share_of_l2,l3_share_of_l1,sibling_rank_pct,alloc_drift_std,status_band_unique,n_dependencies,n_dependents,dependency_risk_encoded,dep_avg_attain,optimal_band_distance,budget_shock_exposure,shock_alloc_impact,recovery_period_estimate,recovery_window_remaining,market_shock_vulnerable,market_shock_forward_risk,period_id_scaled,market_shock_period,status_band_encoded
18,2025-06-01,2025-06-30,1000000.0,1,29,In-Person Events,3,8.0,Events & Community,11,Event Lead Generation,leads,1,24,150.0,50.0,0.01132719985786,0.0161817140826571,0.0197776505454699,0.0147433394975321,0.0161817140826571,0.0161817140826571,0.0197776505454699,0.0197776505454699,0.0212160251305949,underfunded,258,8355.044558783173,16.710089117566344,0.0209999999999999,0.1481337586037186,88.40878733832118,0.7348819958256277,94.50468454917538,258,35.55107629030721,125.0,114.4489237096928,31.321237578975477,1.0311768026506076,3.6051744550817113,0.05,red_low,True,False,0.1010775223840188,0.1,5,0.05,0.0,5,5,0.2844086103224577,0.0,0.34999999999999837,0.05249999999999975,0.5,0.017613259693856614,1,0,1,0.0,-1.0,0.839925209238502,0.0,0.11492841473613159,6.0,6.0,1.0,0.08173069729124868,0.75,0.0,0
18,2025-06-01,2025-06-30,1000000.0,1,30,Community Management,3,8.0,Events & Community,12,Community Engagement Score,score,1,24,80.0,55.0,0.0113812052325947,0.0162588646179925,0.0179703240514654,0.0155742808446033,0.0162588646179925,0.0162588646179925,0.0179703240514654,0.0179703240514654,0.0186549078248545,dynamic,282,15305.011140158394,30.610022280316787,0.015,0.2713556833494184,481.5767859500792,0.8630084040423689,31.781040088890265,282,22.41029013698976,73.75,57.58970986301024,20.815646405797484,0.5527000167476964,1.4921890300548972,0.05,red_low,False,False,0.1655272590592987,0.1,1,0.05,0.0,1,1,0.30386834084053915,0.33,0.25,0.0375,1.0,0.0673997552856183,3,2,0,0.67,0.1,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.75,0.0,0
18,2025-06-01,2025-06-30,1000000.0,1,31,Backend Services,3,9.0,Core Platform,13,API Response Time,ms,1,24,100.0,250.0,0.0409540491830223,0.0585057845471747,0.0646642881837194,0.0560423830925568,0.0585057845471747,0.0585057845471747,0.0646642881837194,0.0646642881837194,0.0671276896383373,overfunded,306,99357.02019641032,198.71404039282064,0.0559999999999999,0.754965393754032,1980.3497174682848,0.6941950664534752,50.17145169865762,306,42.46978700396258,137.5,57.53021299603742,43.14638319420636,-1.6276467626827162,3.587669556561352,0.95,red_high,False,True,0.1368854652348576,0.1,6,0.95,0.0,6,6,0.3088711782106369,1.0,0.3999999999999995,0.15999999999999973,0.0,0.13605195837174353,2,0,1,0.0,-1.0,0.9068820439279145,0.0,0.0,6.0,6.0,0.0,0.0,0.75,0.0,4
18,2025-06-01,2025-06-30,1000000.0,1,32,Frontend Development,3,9.0,Core Platform,14,Page Load Time,seconds,1,24,1.5,3.5,0.0297729709764354,0.0425328156806221,0.0470099541733191,0.0407419602835432,0.0425328156806221,0.0425328156806221,0.0470099541733191,0.0470099541733191,0.048800809570398,optimal,330,40542.3121326936,81.08462426538719,0.0489999999999999,0.3080611977135736,1594.9834415117498,0.8409595801757922,25.418641396218494,330,0.8055553105590331,2.0,0.6944446894409669,0.9481697098160105,-0.037559300944702,0.1228805291449232,0.05,red_low,False,False,0.192730698284692,0.1,1,0.05,0.0,1,1,0.40277765527951653,0.67,0.34999999999999953,0.1399999999999997,0.5,0.008792725683029058,5,0,1,0.0,-1.0,0.9444905668937672,0.0,0.19889946505036277,6.0,6.0,0.0,0.0,0.75,0.0,0
18,2025-06-01,2025-06-30,1000000.0,1,33,APIs & Integrations,3,9.0,Core Platform,15,Performance Metric - APIs & Integrations,score,1,24,85.0,60.0,0.0210533428335235,0.0300762040478908,0.0332421202634582,0.0288098375616638,0.0300762040478908,0.0300762040478908,0.0332421202634582,0.0332421202634582,0.0345084867496852,dynamic,354,30319.81614145877,60.639632282917546,0.0349999999999999,0.2303854512397432,1685.536311450238,0.7821351058761346,17.988230769927206,354,21.17594401091194,78.75,63.82405598908806,20.446438839724724,0.0219046419663175,0.8289878709217595,0.4576948370386452,green,False,False,0.2163337972999565,0.1,0,0.4576948370386452,1.0,0,0,0.26890087632904053,0.33,0.24999999999999944,0.09999999999999971,1.0,0.05670821420242145,3,2,0,0.67,0.1,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.75,0.0,2
18,2025-06-01,2025-06-30,1000000.0,1,34,Feature Development,3,10.0,New Features,16,Feature Adoption Rate,percentage,1,24,65.0,30.0,0.0324280463531057,0.0463257805044367,0.0487014615559463,0.0453755080838329,0.0463257805044367,0.0463257805044367,0.0487014615559463,0.0487014615559463,0.0496517339765502,overfunded,378,67200.78317572667,134.40156635145334,0.0525,0.6808345047727828,689.3111558097264,0.7184310658227511,97.48976584716176,378,16.043581894932473,56.25,48.95641810506753,15.4248626792848,0.6360353820746023,1.4512655183581904,0.95,red_high,False,True,0.0938706464198161,0.1,4,0.95,0.0,4,4,0.2852192336876884,1.0,0.5,0.15,0.0,0.1215625033745317,2,2,0,0.67,0.1,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.75,0.0,4
18,2025-06-01,2025-06-30,1000000.0,1,35,A/B Testing,3,10.0,New Features,17,Performance Metric - A/B Testing,score,1,24,85.0,60.0,0.0197173093153184,0.0281675847361692,0.031132593655766,0.0269815811683305,0.0281675847361692,0.0281675847361692,0.031132593655766,0.031132593655766,0.0323185972236047,optimal,402,28021.67901146296,56.04335802292592,0.0315,0.2838973751657466,1164.5473918020652,0.886681624787004,24.06229167548187,402,23.67182125214308,78.75,61.32817874785693,25.514251927009465,-0.1349066074903652,1.1430920482926588,0.3192442483600242,orange_low,False,False,0.1758456914226792,0.1,1,0.3192442483600242,0.0,1,1,0.30059455558276926,0.67,0.3,0.09000000000000001,0.5,0.007493079283740057,5,0,1,0.0,-1.0,0.6239140772244158,0.0,0.1839960936202387,6.0,6.0,0.0,0.0,0.75,0.0,1
18,2025-06-01,2025-06-30,1000000.0,1,36,Feature Launch,3,10.0,New Features,18,Launch Success Rate,percentage,1,24,95.0,75.0,0.0144389464669107,0.020627066381301,0.0216848646572651,0.0202039470709153,0.020627066381301,0.020627066381301,0.0216848646572651,0.0216848646572651,0.0221079839676508,optimal,426,19634.76909330675,39.269538186613495,0.021,0.198926674068853,1139.083142216076,0.8340463654062404,17.237344988801677,426,27.432145718040942,90.0,67.56785428195906,26.311855701707145,-0.2003553213274842,1.3947267439714048,0.05,red_low,False,False,0.2389846376861686,0.1,1,0.05,0.0,1,1,0.3048016190893438,0.67,0.2,0.060000000000000005,1.0,0.003390634417150277,4,0,1,0.0,-1.0,0.14744353704008556,0.0,0.1742203024715286,6.0,6.0,0.0,0.0,0.75,0.0,0
18,2025-06-01,2025-06-30,1000000.0,1,37,Code Refactoring,3,11.0,Technical Debt,19,Code Quality Score,score,1,24,88.0,65.0,0.0250797867019354,0.0358282667170506,0.0395996632135822,0.0343197081184379,0.0358282667170506,0.0358282667170506,0.0395996632135822,0.0395996632135822,0.0411082218121949,underfunded,450,17573.39489918256,35.14678979836512,0.0385,0.267063262835972,119.84697364629928,0.707844706618926,146.63194542605962,450,23.379656214088044,82.25,64.62034378591196,23.704029561660168,0.3046673733119705,1.281458482883281,0.05,red_low,True,False,0.1100179997815713,0.1,6,0.05,0.0,6,6,0.28425113938100965,0.0,0.5500000000000008,0.11,0.0,0.04438281073128139,1,1,0,0.33,0.1,0.20842015296097463,0.0,0.06749168941552813,6.0,6.0,0.0,0.0,0.75,0.0,0
18,2025-06-01,2025-06-30,1000000.0,1,38,Infrastructure Upgrades,3,11.0,Technical Debt,20,System Uptime,percentage,1,24,99.9,97.5,0.0201522562433497,0.0287889374904997,0.0302652932592432,0.0281983951830022,0.0287889374904997,0.0287889374904997,0.0302652932592432,0.0302652932592432,0.0308558355667407,dynamic,474,29419.50369956426,58.83900739912852,0.0315,0.4470888348036866,1225.5561708581106,0.949138353779298,24.00502269836012,474,32.66219650119783,99.3,67.23780349880218,30.87186780569466,0.8256765147969266,2.184430880702537,0.4927109930014485,green,False,False,0.1670858173100088,0.1,0,0.4927109930014485,1.0,0,0,0.32892443606442934,0.33,0.4500000000000007,0.09000000000000001,1.0,0.1021467223750744,3,0,1,0.0,-1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.75,0.0,2
18,2025-06-01,2025-06-30,1000000.0,1,39,Proof of Concepts,3,12.0,Research & Innovation,21,POC Success Rate,percentage,1,24,70.0,40.0,0.0148134394840825,0.0211620564058322,0.0222472900676697,0.0207279629410971,0.0211620564058322,0.0211620564058322,0.0222472900676697,0.0222472900676697,0.0226813835324047,optimal,498,20857.18632433165,41.71437264866331,0.0209999999999999,0.6339342244693913,1551.3895166583748,0.8235465082673776,13.444197024907789,498,17.76506775292341,62.5,52.234932247076586,17.760479635767414,0.3244631268675952,0.9228543189547092,0.1744214056029037,orange_low,False,False,0.2433197365492727,0.1,1,0.1744214056029037,0.0,1,1,0.28424108404677456,0.67,0.5999999999999989,0.05999999999999972,0.0,0.009643255106128028,4,1,0,0.33,0.1,0.6493285838166021,0.0,0.13793089919031407,6.0,6.0,0.0,0.0,0.75,0.0,1
18,2025-06-01,2025-06-30,1000000.0,1,40,Innovation Labs,3,12.0,Research & Innovation,22,Innovation Pipeline,projects,1,24,8.0,3.0,0.0078661007552853,0.0112372867932647,0.0137344616362124,0.0102384168560856,0.0112372867932647,0.0112372867932647,0.0137344616362124,0.0137344616362124,0.0147333315733915,overfunded,522,19081.423975470283,38.16284795094057,0.0139999999999999,0.5799616267295833,624.312620159388,0.7921353681406705,30.56389276673402,522,1.8431782609526064,6.75,6.156821739047394,1.9694502505397975,0.0909094562301289,0.2026223345988159,0.95,red_high,False,True,0.1538543973974257,0.1,4,0.95,0.0,4,4,0.2730634460670528,1.0,0.3999999999999983,0.039999999999999716,1.0,0.11976515113780968,3,0,1,0.0,-1.0,0.6063355113228889,0.0,0.0,6.0,6.0,0.0,0.0,0.75,0.0,4
18,2025-06-01,2025-06-30,1000000.0,1,41,Onboarding,3,13.0,Customer Success,23,Time to Value,days,1,24,10.0,30.0,0.0149647885771866,0.0213782693959808,0.0236286135429262,0.0204781317372027,0.0213782693959808,0.0213782693959808,0.0236286135429262,0.0236286135429262,0.0245287512017043,overfunded,546,36936.26496061477,73.87252992122954,0.024,0.6548747548745053,1698.7419566851906,0.667778660431444,21.743305282627905,546,4.1764499019225285,15.0,5.823550098077472,4.778392715836596,-0.2763701541013761,0.5174888821042922,0.95,red_high,False,True,0.2054301142192881,0.1,6,0.95,0.0,6,6,0.2784299934615019,1.0,0.4,0.16,0.0,0.1024584737006312,2,2,0,0.67,0.1,0.6650354047303908,0.0,0.0,6.0,6.0,0.0,0.059029843216624606,0.75,0.0,4
18,2025-06-01,2025-06-30,1000000.0,1,42,Support Tickets,3,13.0,Customer Success,24,Ticket Resolution Time,hours,1,24,4.0,24.0,0.0134051229424789,0.0191501756321127,0.0211659835933877,0.0183438524476027,0.0191501756321127,0.0191501756321127,0.0211659835933877,0.0211659835933877,0.0219723067778977,underfunded,570,9960.62467090758,19.92124934181516,0.0209999999999999,0.1766004669587735,120.45890206937216,0.66327824789562,82.68898769450236,570,2.594088338746002,9.0,1.405911661253998,2.775598946142401,-0.2947783487086265,0.5191595434129924,0.05,red_low,True,False,0.0669494732128596,0.1,5,0.05,0.0,5,5,0.2882320376384447,0.0,0.34999999999999837,0.13999999999999935,0.5,0.024852372081513793,1,0,1,0.0,-1.0,0.417659024779913,0.0,0.12368982347257323,6.0,6.0,0.0,0.07141556813335868,0.75,0.0,0
18,2025-06-01,2025-06-30,1000000.0,1,43,Account Management,3,13.0,Customer Success,25,NPS Score,score,1,24,70.0,35.0,0.0098435394277694,0.0140621991825278,0.0155424306754254,0.0134701065853687,0.0140621991825278,0.0140621991825278,0.0155424306754254,0.0155424306754254,0.0161345232725845,overfunded,594,21625.38913515833,43.25077827031666,0.015,0.3834150914840332,1403.230123237634,0.6929076048651879,15.411149445154916,594,19.50691447718449,61.25,50.49308552281551,17.207468691659727,0.4965596204910965,1.3578849538628703,0.95,red_high,False,True,0.2935136486494459,0.1,4,0.95,0.0,4,4,0.3184802363621958,1.0,0.25,0.1,1.0,0.07871788286872836,2,0,1,0.0,-1.0,0.1335501048126084,0.0,0.0,6.0,6.0,0.0,0.0,0.75,0.0,4
18,2025-06-01,2025-06-30,1000000.0,1,44,Cloud Infrastructure,3,14.0,Infrastructure & DevOps,26,Infrastructure Reliability,percentage,1,24,99.95,98.0,0.0213931923424994,0.0305617033464278,0.0321289701847061,0.0299347966111164,0.0305617033464278,0.0305617033464278,0.0321289701847061,0.0321289701847061,0.0327558769200174,dynamic,618,29469.755912287237,58.93951182457447,0.028875,0.5971366916915373,1177.05297472413,0.8313554967993027,25.03689854672357,618,26.534146934195068,99.4625,73.41585306580494,28.44509883254673,-0.0560536740540448,1.5511960533974574,0.05,red_low,False,False,0.1676010372803714,0.1,1,0.05,0.0,1,1,0.26677538704733006,0.33,0.55,0.1925,0.0,0.14020590482496237,4,0,3,0.0,-1.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.75,0.0,0
18,2025-06-01,2025-06-30,1000000.0,1,45,CI/CD Pipeline,3,14.0,Infrastructure & DevOps,27,Performance Metric - CI/CD Pipeline,score,1,24,85.0,60.0,0.0142951312241465,0.020421616034495,0.0225712598275997,0.0195617585172531,0.020421616034495,0.020421616034495,0.0225712598275997,0.0225712598275997,0.0234311173448416,underfunded,642,10564.486682574125,21.12897336514825,0.023625,0.2140649771863685,128.42268454549375,0.7031597809856132,82.26340011473326,642,24.804905590287863,78.75,60.19509440971214,23.563395116902427,1.1833407481514162,2.220979098632733,0.05,red_low,True,False,0.0448690387151639,0.1,5,0.05,0.0,5,5,0.31498292813063955,0.0,0.45,0.1575,1.0,0.029069736963043265,1,1,1,0.33,0.1,0.9901929220926403,0.0,0.0639264187109509,6.0,6.0,0.0,0.0073075930716836705,0.75,0.0,0
18,2025-06-01,2025-06-30,1000000.0,1,46,Data Engineering,3,15.0,Data & Analytics,28,Data Pipeline Reliability,percentage,1,24,99.5,95.0,0.01156636970885,0.0165233852983571,0.0173707383905806,0.0161844440614678,0.0165233852983571,0.0165233852983571,0.0173707383905806,0.0173707383905806,0.01770967962747,dynamic,666,23541.867225342776,47.08373445068555,0.016875,0.6678303632453865,1164.2897136846216,0.722391790749419,20.21993920296689,666,28.30699393502608,98.375,71.19300606497393,27.473667934872925,0.0928913603478555,1.659766921047035,0.95,red_high,False,True,0.2402066789349279,0.1,4,0.95,0.0,4,4,0.2877458087423236,0.33,0.45000000000000007,0.11250000000000002,1.0,0.052964916399420546,1,1,2,0.33,0.1,0.08504346668488963,0.0,0.16316197400313875,6.0,6.0,0.0,0.11776026150643949,0.75,0.0,4
18,2025-06-01,2025-06-30,1000000.0,1,47,Analytics & Reporting,3,15.0,Data & Analytics,29,Performance Metric - Analytics & Reporting,score,1,24,85.0,60.0,0.0140958820713145,0.0201369743875921,0.0222566559020755,0.0192891017817988,0.0201369743875921,0.0201369743875921,0.0222566559020755,0.0222566559020755,0.0231045285078689,underfunded,690,10648.4900938357,21.2969801876714,0.020625,0.3020739578263275,684.6617404169848,0.6936515819493038,15.552921194852177,690,22.103575845548917,78.75,62.89642415445108,21.153392810224315,-0.3364203678447873,1.138520516302152,0.05,red_low,True,False,0.3674920056738654,0.1,5,0.05,0.0,5,5,0.2806803281974466,0.0,0.55,0.1375,0.0,0.04064573710349478,1,1,0,0.33,0.1,0.2697646514000748,0.0,0.06027184956698154,6.0,6.0,0.0,0.0,0.75,0.0,0
18,2025-06-01,2025-06-30,1000000.0,1,48,Financial Planning,3,16.0,Finance & Legal,30,Budget Variance,percentage,1,24,5.0,15.0,0.012639370861428,0.0180562440877543,0.0199569013601495,0.0172959811787963,0.0180562440877543,0.0180562440877543,0.0199569013601495,0.0199569013601495,0.0207171642691076,optimal,714,17528.409765209508,35.05681953041902,0.022,0.4661643398664478,975.7083628854292,0.7997346029585126,17.964804271404766,714,2.848796038071121,7.5,2.1512039619288785,2.901229177115089,-0.1182884687179099,0.2452749641780754,0.176430332084639,orange_low,False,False,0.238927188892659,0.1,1,0.176430332084639,0.0,1,1,0.3798394717428161,0.67,0.5499999999999999,0.21999999999999997,0.0,0.014938929093918285,5,0,1,0.0,-1.0,1.0,0.0,0.1642271918447658,6.0,6.0,0.0,0.00012465435185129973,0.75,0.0,1
18,2025-06-01,2025-06-30,1000000.0,1,49,Legal & Compliance,3,16.0,Finance & Legal,31,Performance Metric - Legal & Compliance,score,1,24,85.0,60.0,0.012356193563178,0.0176517050902543,0.0195097793102811,0.0169084754022436,0.0176517050902543,0.0176517050902543,0.0195097793102811,0.0195097793102811,0.0202530089982918,dynamic,738,17788.05087593413,35.576101751868265,0.018,0.4730694401353476,1623.108682064912,0.8874372465988853,10.959248183740996,738,19.990304835205254,78.75,65.00969516479475,20.53848652399765,-0.1101049839685749,1.2788655683020895,0.4573380161142207,green,False,False,0.2750582775672817,0.1,0,0.4573380161142207,1.0,0,0,0.25384514076451115,0.33,0.44999999999999996,0.17999999999999997,1.0,0.12921908125520246,4,1,1,0.33,0.1,0.3125505935168335,0.0,0.4513747151011054,6.0,6.0,0.0,0.12614129056013693,0.75,0.0,2
